77,89
77,90
77,91
77,92
77,93
77,94
77,96
77,97
77,99
78,81
78,83
78,84
78,87
78,88
78,90
78,91
78,92
78,93
78,95
78,98
79,80
79,81
79,82
79,83
79,84
79,85
79,86
79,87
79,88
79,89
79,90
79,92
79,96
79,97
79,98
79,99
80,82
80,83
80,85
80,88
80,90
80,91
80,92
80,94
80,95
80,96
80,97
80,98
80,99
81,82
81,83
81,84
81,85
81,86
81,88
81,91
81,92
81,93
81,94
81,97
81,99
82,83
82,84
82,85
82,86
82,87
82,89
82,91
82,92
82,93
82,94
82,95
82,96
82,97
82,98
82,99
83,84
83,85
83,86
83,88
83,89
83,90
83,91
83,92
83,94
83,97
83,98
83,99
84,85
84,87
84,88
84,89
84,91
84,92
84,95
84,98
84,99
85,86
85,87
85,88
85,89
85,90
85,91
85,93
85,94
85,95
85,96
85,98
86,89
86,90
86,92
86,93
86,94
86,98
86,99
87,88
87,89
87,90
87,91
87,92
87,94
87,95
87,96
87,98
88,89
88,92
88,93
88,94
88,95
88,99
89,90
89,91
89,93
89,94
89,97
89,99
90,92
90,93
90,95
90,96
90,97
90,98
90,99
91,92
91,93
91,95
91,96
91,99
92,94
92,95
92,97
92,98
93,94
93,95
93,96
93,97
93,99
94,96
94,97
94,98
94,99
95,96
95,97
95,99
96,97
96,99
97,98
97,99
98,99
